﻿1041PTNMTR232231, Potentiometer 1k front mount - EATON - M22S-R1K , M22S-R1K, 232231, 2
﻿2792LMTSWHD4D-1520N, LIMIT SWITCH ROLLER LEVER 1NO/1NC SLOW ACTION, D4D-1520N, D4D-1520N, 2
﻿1102MCBS252, MCB - 2 P 8 Amp  Breaking Capacity 6 kA - AC, S252-C8, S252, 2
﻿2791LMTSWHD4D1162, Limit SwitchesMetal - Steel Plunger, D4D-1162, D4D1162, 2
﻿1031MMCCA2DN40F7, 110 VAC Auxiliary Contactor 10A 4NO, CA2DN40F7, CA2DN40F7, 2
﻿1761CLPMTR3288, 3288-20 Clamp 100A/1000A ON AC/DC Hi Tester, 3288-20, 3288, 2
﻿1001RRRPES421552, Retroreflective P.E Sn 2m 1 PNP NO/NC L/Dark ON, MLV11-54-G/47/112, 421552, 2
﻿1042MC139547, 240VAC Contactor 3P 225Amp(AC-3) 110kW- 2NO+2NC, DILM225A/22(RAC240), 139547, 2
﻿1103MMCB7-40-00, 110 VAC Mini Contactor 5.5 KW 20 A (AC-1) 4P, B7-40-00, B7-40-00, 2
﻿2121DSPLAYEVM-3-96, Digital Volt Meter  96 x 96 mm  Range 0-600 V, EVM-3-96, EVM-3-96, 2
﻿1213LMTSWHER802400, E30000AM 1NO+1NC Snap Action Steel Plunger, E300-00-AM, ER802400, 2
﻿1031MCLC1F400M7, 220 VAC Contactor 3P 400 Amp (AC-3) 200kW - 3NO, LC1F400, LC1F400M7, 2
﻿1034MCLC1DT80-W-O-Coil,  Contactor 4P 80 Amp (AC-1) 22kW - 1NO+1NC, LC1DT80, LC1DT80-W-O-Coil, 2
﻿3801CFUSELP-CC-20, Time-Delay Fuse 20A 600VAC/150DC 10.3mm x 38., LP-CC-20, LP-CC-20, 2
﻿2793LMTSWHWLCA32-043, Limit Switch Lever Type Actuator 125 VAC10 A SPDT, WLCA32-043, WLCA32-043, 2
﻿1083MMC3TH8262-0AM0, Contactor Relay  6NO + 2NC 10Ampere  220/230VAC, 3TH8262-0AM0, 3TH8262-0AM0, 2
﻿5161CALIBRMR9270CP, Current Signal Generator, MR9270CP, MR9270CP, 2
﻿1032ENGANYA9MEM3150, Energy meter - 63 A - Modbus100~48050/60 Hz, A9MEM3150, A9MEM3150, 2
﻿1081MPCB3RV10110DA10, MPCB - 0.22-0.32 Ampere (ICS) 65kA - Button Type, 3RV1011-0DA10, 3RV10110DA10, 2
﻿1041TOLR014300, Thermal Overload Relay0.24-0.4 A 690 V1NO+1NC, ZE-0.4, 014300, 2
﻿2792TIMERH3BA-N8H, Timing Relay Analogue 0.1s to 300Hr -  220VAC, H3BA-N8, H3BA-N8H, 2
﻿3061THRCPLPT100-6X154MM, PT100 ThermoCouple200~850 C6 X 154 mm/20 mm, PT100-6X154MM, PT100-6X154MM, 2
﻿1621PCONTLC6097A1053/U, Pressure Switch 1/4&quot; NPT Auto Unit pk, C6097A1053/U, C6097A1053/U, 2
﻿1032MCB24682, MCB - C60ND - 4P 2Amp Breaking Capacity 10kA - AC, C60N4PD2, 24682, 2
﻿1032PBSBXALD334, Control stationWhiteRedBlack Flush, XALD334, XALD334, 2
﻿3221ACSMOR2009-114,  WMB Inline; plain; 2000 WMB markers (4 mm), 2009-114, 2009-114, 2
﻿1271LMTSWHAZ5104, Limit Switch Roller Plunger - 1NC+1NOSnap Action, AZ-5104, AZ5104, 2
﻿1033STLGHTXVR13G05L, 130 mm Rotating Mirror Orange 120VAC IP67, XVR13G05L, XVR13G05L, 2
﻿4021BATMODWP12-6S, Kong Long Replacement Battery 6 V 12 Amp, WP12-6S, WP12-6S, 2
﻿7713MAGSNSKL3055, Magnetic SensorNOSn 15 mmPNP10-30 VDC, KL3055, KL3055, 2
﻿1083MC3TF5022-0AP0, Contactor 110A 55KW 3P 2NO + 2NC 220V, 3TF5022-0AP0, 3TF5022-0AP0, 2
﻿1032TOLRLR2D3353, Thermal Overload Relay 23 - 32 A  690 V , LR2D3353, LR2D3353, 2
﻿1603MCBMWN340A, MWN340A MCB -3P 40 Amp Breaking Capacity 3kA - AC, MWN340A-C40, MWN340A, 2
﻿1032MMCCAD32BD, 24 VDC Auxiliary Contactor 10A 3NO + 2NC, CAD32BD, CAD32BD, 2
﻿1031FISO28928,  switch-disconnector Interpact INS160 - 3 poles - , INS160, 28928, 2
﻿1632MICSWHHY-R704A, Micro Switch 10A 250 VAC 1NO+1NC  Roller Lever, HY-R704A, HY-R704A, 2
﻿1222CAMSWH130011, phase selecter 20 A  3Phase 4 Position Black, 13.00.11, 130011, 2
﻿1032MCRELYRE7RM11BU, Timing Relay24 VAC/VDC Contact Type 2 C/O, RE7RM11BU, RE7RM11BU, 2
﻿3112CONTST1010-T, Insulation Megohm Tester Resistance Meter , Megger-1010-T, 1010-T, 2
﻿1671DSPLAYFQ0307-500V, Analogue Volt Meter  72 x 72 mm  AC 500V, FQ0307-500V, FQ0307-500V, 2
﻿1033CAMSWHK63E003WP, Changeover Switch 63 A  3Pole 2 Position Black, K63E003WP, K63E003WP, 2
﻿1561DSPLAYPN-48, Analog Controller 0 - 400C220VRelay+SSR, PN-48, PN-48, 2
﻿2022SURGPR919507, Surge Arrester Base 250 V 10 A IP 20, BCT BAS EX, 919507, 2
﻿4632TBD35/16, Feed ThroughTerminal Block35 mmSpring Connection, D35/16, D35/16, 2
﻿2963TOLRRHN-10-05A, Thermal Overload Relay3.5~5 A 600V 1NO + 1NC, RHN-10-3.5~05A, RHN-10-05A, 2
﻿1002SWIAMP07262S, WE77-EX1-BI Switch Amplifier  220VAC-, WE77/EX1-BI-230VAC, 07262S, 2
﻿1151STLGHThalfDOME90-HDB3, HalfDOM90 Signal Lights Module RedGreen Yell 230V, HDZB3, halfDOME90-HDB3, 2
﻿1031MCCBEZC100B3040, MCCB 250 VDC 550 VAC40 A 7.5 kA at 415 vAC 3P, EZC100B, EZC100B3040, 2
﻿1042PBSBRPV/KC/I,  Enclosure With Emergency Stop1 hole Lid Yellow, RPV/KC/I, RPV/KC/I, 2
﻿1082MC3RH2131-1AB00, 4 Pole Contactor 10 A 24 V ac Coil, 3RH21311AB00, 3RH2131-1AB00, 2
﻿2792SSRG3PA-210B-VD, Solid State Relay10 Amp 24-240 VAC  5-24 V DC, G3PA-210B, G3PA-210B-VD, 2
﻿1032MCLC1F150M7, 220 VAC Contactor 3P 150 Amp (AC-3) 75kW - 3NO, LC1F150, LC1F150M7, 2
﻿1081MPCB3RV1321-1EC10, CIRCUIT-BREAKER N-RELEASE 52 A SIZE S0 STARTER P, 3RV1321-1EC10, 3RV1321-1EC10, 2
﻿4322FSBASENVPP00, NVPP00 1P Fuse Base 160 A 690 VAC ETI, NVPP00-160A, NVPP00, 2
﻿2681CPSP5S-3-R3B, Presure Switch 1A1B  0~0.3, P5S-3-R3B, P5S-3-R3B, 2
﻿1032PENPBSXAC-A06, Pendant Control Empty Enclosures 6 Way Yellow, XAC-A06, XAC-A06, 2
﻿3221ACSMOR258-5005,  Ink ribbon for smartPRINTER Width 50 mm x 74 m, 258-5005, 258-5005, 2
﻿1031SMPSABL1REM24062, Power Supply; AC-DC; 24V@6.2A; 85-132/170-264VIn, ABL1REM24062, ABL1REM24062, 2
﻿1033ACCACBLV431510, Trip unit MA - 220 A - 4 poles 3d For NSX100-250 , LV431510, LV431510, 2
﻿1071BATMODUZB12261, Battery Module 12V 26Ah, UZB12.261, UZB12261, 2
﻿1032MPCBGV2P01, MPCB 0.1...0.16 Ampere  Icu 100 kA - Rotary Type , GV2P01, GV2P01, 2
﻿1033SSHZB4BG8, 22mmKey selector switch head 3-Pos spring return, ZB4BG8, ZB4BG8, 2
﻿1031MCBMGN61506, MCB  C60H - DC - 1P 6Amp Breaking Capacity 6kA, C60H-DC, MGN61506, 2
﻿3061DRLBITDRLBIT13MM, Drill Bit  13 mm  For Hilti Drill Machine , DRLBIT13MM, DRLBIT13MM, 2
﻿1033LMTSWHZCD21, Snap Action Limit Switch 24 VDC2 pole1NC+1NO, ZCD21, ZCD21, 2
﻿1102MCBM6BF-C6, MCB - 1 P 6 A  Breaking Capacity 6 kA - AC, M6BF-C6, M6BF-C6, 2
﻿1043PLCCPUD87-45485, PLC  16 Input Digital16 Relay Out2 RS 48524 V, PS3V1.7, D87-45485, 2
﻿3061KTITEMTissuebox, Tissue Box, Tissuebox, Tissuebox, 2
﻿2301TBAVK35-Camel, Terminal Block  600 V 115 A 35 mm.Sq  Camel, AVK-35, AVK35-Camel, 2
﻿1083MMC3TJ1001-0BW4, 48 VDC Contactor Relay4P4A 3NO+1NC, 3TJ1001-0BW4, 3TJ1001-0BW4, 2
﻿4761MCHiMC22-110V, Contactor HiMC 65 Hyundai 65A 2 NO+2 NC coil 110, HiMC-22, HiMC22-110V, 2
﻿1582MCCBSA103RA3P150, MCCB3P 75Ampere Breaking Capacity - , SA103RA, SA103RA3P150, 2
﻿2642DOLSTRMS-125D-PB-D-O-L, DOL Starter4 - 6  A 4 kW 5.3 HP 415 VAC Coil, MS-125D-PB, MS-125D-PB-D-O-L, 2
﻿1032PBUTONXB5AW34M5, 220 V -22mm illum Push button 220V AC - Red, XB5AW34M5, XB5AW34M5, 2
﻿4611TIMERJMH-2D, Delay on Multi Range Timer, JMH-2D, JMH-2D, 2
﻿2961PBUTONPP-3, Reverse/Forward Push Button Switch 3 A250 VAC, PP-3, PP-3, 2
﻿3061MSCREWM010X25, Machine Bolt M10X25 P/KG, M10X25, M010X25, 2
﻿1102MCBS274-C25, MCB - 4P 25 Amp  Breaking Capacity 10 kA - AC, S274-C25, S274-C25, 2
﻿1081PCCBL6XV1830-1CH30, cable NET830-1T connecting cable for Profibus3m, 6XV1830-1CH30, 6XV1830-1CH30, 2
﻿1791TOLRGTH2213, Thermal Overload Relay 1- 1.6 A 690 V 1NO + 1NC, GTH-22, GTH2213, 2
﻿1032MCBMGN60863, MCB C60N  1P 2 Amp  Breaking Capacity 10kA, C60N1PC2, MGN60863, 2
﻿3212PIDCONGCS-138-A/EBKC030-2, Temp Controller0~999 CK TypeRelay Out48X48 mm, GCS-138-A/EBKC030-2, GCS-138-A/EBKC030-2, 2
﻿1033RRRPESXUJ-M06031, Rec Ref Photo SensorSn 8ML/D ON24~240 VAC, XUJ-M06031, XUJ-M06031, 2
﻿2802MCFC-65NS-110VAC, Magnetic Contactor75 A (AC-3) 37 KW 3P 2 NO+2 NC., FC-65NS, FC-65NS-110VAC, 2
﻿1084MC3RT1025-1BB40, Contactor  24 VDC  7.5KW/400V 17A(AC-3) 3P, 3RT1025-1BB40, 3RT1025-1BB40, 2
﻿1033MCB24404, MCB - C60N -1P 20Amp MG Breaking Capacity 10kA -AC, C60N1PC20, 24404, 2
﻿1581LMTSWHAL-N21, Limit Switch Adjustable Arm With Pully 1NC+1NO, AL-N21, AL-N21, 2
﻿1541CTFVT-12, FVT-12 Voltage TransformersFVT - 12 &amp; 12A, FVT-12, FVT-12, 2
﻿1043VFD231359, DF5 - Variable Speed Drive 2KW 400VAC 3HP, DF5-340-2K2, 231359, 2
﻿1032MECHIKLA9D1817, Mechanical Interlocking Magnetic Contactor	, LA9D1817, LA9D1817, 2
﻿1171DSPLAYTZN4S-14R, TZN4S-Temp-Controller 4 Digit100~240V Relay, TZN4S-14R, TZN4S-14R, 2
﻿3112PNLFANGH8025M24S, Panel Fan 80 x 80 mm (3 inch) 24 VDC 0.15 A, GH8025M24S, GH8025M24S, 2
﻿3661DSPLAYEQ96-300VAC, Analogue Voltage Meter 300 VAC 96 X 96, EQ96-300VAC, EQ96-300VAC, 2
﻿2792DSPLAYK3MA-L-C, Temp Meter96 X48 mm100~240 VACSPDT, K3MA-L-C AC100-240, K3MA-L-C, 2
﻿3271LMTSWHFZ-276, Limit Switch Ring Type - 2x(1NO-1NC) Snap Action, FZ-276, FZ-276, 2
﻿1791TOLRGTK10080, Thermal Overload Relay65 - 100A 440 V 1NO + 1NC, GTK-100, GTK10080, 2
﻿1151STLGHT805110405, ILL42 Compact LED light bar ILL42 24-48Vac/DC, ILL42, 805110405, 2
﻿1102MCBS252-B16, MCB - 2 P 16 Amp  Breaking Capacity 6 kA - AC, S252-B16, S252-B16, 2
﻿2791LMTSWHD4D1520N, Limit Switch Metal  - Steal Roller plunger, D4D-1520N, D4D1520N, 2
﻿2792GLRLYLY2N-D2, Miniature Relay Flat 8Pin 8A Coil  24VDC DPDT, LY2N-D2-24VDC, LY2N-D2, 2
﻿1031PILXB5AVM4, XB5AVM - 22mm P/B LED Pilot Light 220V - Red, XB5AVM4, XB5AVM4, 2
﻿1031MCLC1F500M7, 220 VAC Contactor 3P 500 Amp (AC-3) 250kW - 3NO, LC1F500, LC1F500M7, 2
﻿1043MPCB072735, MPCB 1 - 1.6Ampere lcu 50KA - Rotary Type, PKZM0-1.6, 072735, 2
﻿2793MCRELYSDV-FH6, Over/Under Voltage Relay Range10~300110 VAC, SDV-FH6, SDV-FH6, 2
﻿1083MMC3TH8280-0AP0, Contactor Relay  8NO + 0NC 10Ampere  220/230VAC, 3TH8280-0AP0, 3TH8280-0AP0, 2
﻿1033ELCBA9R75440, ilD ELCB 4P 40 Amper  Sensitivity 300mA - AC Type, A9R75440, A9R75440, 2
﻿2791TIMERH5CXASDN, Time range 0.001 s to 9999 h (10 range) Screw ter, H5CX-ASD-N, H5CXASDN, 2
﻿6063SSRD4890-10, Solid State Relay 3~32 VDC  90 A   480 VAC, D4890-10, D4890-10, 2
﻿3001TRSDUES3TTKST1, Thermocouple Transducer Input K  output 4 ~ 20mA, S3TTKST1, S3TTKST1, 2
﻿3231PILAD16-22VD/230V/R, 22 mm Round Volt Display Light230 VACRed, AD16-22VD/230V/R, AD16-22VD/230V/R, 2
﻿1043MC046592, 24 VDC Contactor 22Amp 11kw 3NO , DIL0AM-G(24VDC), 046592, 2
﻿1582MCCBEA33M3P024, MCCB3P 24Ampere Breaking Capacity , EA33M, EA33M3P024, 2
﻿1041TOLR014376, Thermal Overload Relay0.6-1.0 A 690 V1NO+1NC, ZE-1.0, 014376, 2
﻿1033AMCGCTLUFN11, Auxiliary Contact for Motor Starter - 1 NO + 1 NC, LUFN11, LUFN11, 2
﻿1201DSPLAYBE72500V, Analogue Volt Meter  72 x 72 mm  500 VAC 	, BE-72, BE72500V, 2
﻿1042TIMER031887, Timing Relay Multi function 0.05s~100h 400 VAC, ETR4-69-W, 031887, 2
﻿1271LMTSWHAZ7120, Limit switch Angled Lever SPDT 10A 250VAC, AZ7120, AZ7120, 2
﻿1033MCCB32896, Moulded Case Circuit Breaker - 630Ampere 4P - 70kA, NSX630H-4P, 32896, 2
﻿1032TOLRLR2D3357, Thermal Overload Relay 37 - 50 A  600 V, LR2D3357, LR2D3357, 2
﻿1041AMCGCTDILA-XHI02, Aux. Contact for Magnetic Contactor -  2 NC, DILA-XHI02, DILA-XHI02, 2
﻿1032CIPSXS1M18MA230, Dia 18mm Cyl Ind-Sensor - Cable Type24 →240Vac/dc, XS1M18MA230, XS1M18MA230, 2
﻿1031MCB24350, MCB - C60N - 3P 16Amp Breaking Capacity 10kA - AC, C60N3PC16, 24350, 2
﻿1032MCRELYRE9RA31MW7, Off-delay timing relay - 0.3..30 s - 240 V AC - , RE17LCBM, RE9RA31MW7, 2
﻿2833CABLE1514003, Female ConnectorM124PinAngled10M PUR/PVC Cable, SAC-4P-100-100/M12FR VA, 1514003, 2
﻿1083PBSB3SB1801-0AC, Push Button Enclosure1 hole Lid GREY, 3SB1801-0AC, 3SB1801-0AC, 2
﻿1031PENPBSXACA471, XACA-Pendant Control Station4 Push button Yellow, XACA471, XACA471, 2
﻿1102ELCBGHF3620015R2510, ELCB 2P 25 Ampere  Sensitivity 30 mA - AC Type, F362-25/0.03A, GHF3620015R2510, 2
﻿1011JBKX2025, 88 x 88 x 53mm Cable junction box - Ex Type, KX2025, KX2025, 2
﻿1592MCCBTCD134040, MCCB3P 40 Ampere Breaking Capacity - 14kA, TCD134040, TCD134040, 2
﻿1011ACENCLFPVP18, 2 Closing plate 180 mm with 4 fixing elements, FP VP 18, FPVP18, 2
﻿1031MCCBEZC400N4400, MCCB EZC400N 400 Ampere 4P  Breaking Capacity 36KA, EZC400N, EZC400N4400, 2
﻿1032ACPENDXACS104, Pendant Station Contact Block Type: XAC 10A600V, XACS104, XACS104, 2
﻿3792CRRPESER1830TBOS, Cyl Ref Pho SensorM18Sn 3mNO20~250 VAC , ER1830TBOS, ER1830TBOS, 2
﻿1103AUXMCBE93HN/32s, Fuse Holder 3P+N 32 A Fuse size 10.3x38 mm 400 V, E93HN/32s, E93HN/32s, 2
﻿5031DRLBITHSS-85, HOLE SAW 85 mm, Hole-Saw-85mm, HSS-85, 2
﻿5962CIPSKL3055, KL3055 ES-K Proximity sensor, kL-3055, KL3055, 2
﻿1101TOLR1SAZ211201R1038, Thermal Overload Relay 4.5~6.5 A600V 1NO + 1NC, TA25DU-6.5, 1SAZ211201R1038, 2
﻿1151VSADSG876662313, Lights Buzzer Module 85-100 dB 230/240 VAC - Red, QTM, 876662313, 2
﻿1582DSPLAYPXR4BEY1-0YV00, PXR - Temp-Controller 4 Digit100~240V DC4-20mA, PXR4BEY1-0YV00, PXR4BEY1-0YV00, 2
﻿1033MCCBNS800N33466, Moulded Case Circuit Breaker - 800Ampere 3P - 50kA, NS800N, NS800N33466, 2
﻿2232CIPSIF0301, Cyl Ind Sensor NOɸ 12mm Sn 4mm20~250 VAC, IF0301, IF0301, 2
﻿1032MCBA9F85125, MCB - IC60H D -1P 25 Amp Breaking Capacity 15kA, IC60H1PD25, A9F85125, 2
﻿3062THRCPLWTC-5X153MM, Thermocouple0~800Probe 5X153 mm/8mmWire Type, Wire ThermoCouple-5X153MM, WTC-5X153MM, 2
﻿1083MCB5SX22-G25A, MCB - 5SX22 - 2P 25 Amp Breaking Capacity 6kA - AC, 5SX22-G25A, 5SX22-G25A, 2
﻿1102MCCB1SDA059576R1, MCCB3P 20 Ampere Breaking Capacity -10kA, T1E100, 1SDA059576R1, 2
﻿3021TB1010500000, Earth Terminal Block 35mm Screw Connection  Y/G, WPE 35, 1010500000, 2
﻿1593TOLRRTA3E, Thermal Overload Relay110  - 140 A 2NO+2NC , RTA3E, RTA3E, 2
﻿2681CPSP5S-7-R3B, Pressure Switch 0.02 ~ 0.7 mpa , P5S-7-R3B, P5S-7-R3B, 2
﻿1081PLCMOD6ES7132-4BD02-0AA0, Electronic Output Module For ET200S 4 DO 24 VDC, 6ES7132-4BD02-0AA0, 6ES7132-4BD02-0AA0, 2
﻿1792MCMC12B, Contactor 3P 12Amp(AC-3) 5.5kW - 1NO+1NC, MC12B/Without Coil, MC12B, 2
﻿1032MCLC1D32E7, Contactor 48 VAC 15 KW/400V32A(AC-3)3P1NO+1NC, LC1D32, LC1D32E7, 2
﻿1034ELCB23526, ilD ELCB 4P 25 Ampere  Sensitivity 30mA - AC Type, ELCB-25A-4P, 23526, 2
﻿1032MPCBGV2P04, MPCB 0.4...0.63 Ampere  Icu 100 kA - Rotary Type , GV2P04, GV2P04, 2
﻿1042RHACCE260121, Door Coupling Rotary Handle Lockable For NZM2, NZM2-XD, 260121, 2
﻿1032MCCBLV430681, Moulded Case Circuit Breaker - 125Ampere 4P - 70kA, NSX160H, LV430681, 2
﻿1581TOLRTK5-1NH-42, Thermal Overload Relay2.8 - 4.2A 600V 1NO + 1NC, TK-5-1NH, TK5-1NH-42, 2
﻿2512CTRCT-15-1200A, RCT-15 Current Transformer1200/5 Ampere 600V-15VA, RCT-15, RCT-15-1200A, 2
﻿1084MCB5SX22-C25, MCB - 5SX22 - 2P 25 Amp Breaking Capacity 6kA - AC, 5SX22-C25, 5SX22-C25, 2
﻿1082EPBSH3SB32011HA20, Emergency Stop Turn to Release Red NO/NC , 3SB3201-1HA20, 3SB32011HA20, 2
﻿1083MC3TF4322-0AU0, Contactor 240VAC 11KW/400V 25A(AC-3)3P2NO+2NC, 3TF4322-0AU0, 3TF4322-0AU0, 2
﻿1541CTRLC80-600/5, RLC80 Current Transformer600/5 Ampere, RLC80-600/5, RLC80-600/5, 2
﻿1241CBLCBL-F15/1C-Blue, Flexible Cable  Copper  1 Core  1.5 mm  Blue, CBL-F1.5/1C-Blue, CBL-F15/1C-Blue, 2
﻿1031MMCCAD50BD, 24 VDC Auxiliary Contactor 10A 5NO, CAD50BD, CAD50BD, 2
﻿3061OFITEMSalt, salt, Salt, Salt, 2
﻿2852GLRLYR15-1014-23-1110, Glass Relay 14 Pin 10 ACoil 110 VDC DPDTGlass , R15-1014-23-1110, R15-1014-23-1110, 2
﻿1541CAMSWHFCO-01004P, Change Over Switch  100 Ampere 4P 2 Position, FCO-01004P, FCO-01004P, 2
﻿1012FLGBOXFPCB210, Connection Box H 180 X W 270 X D 158, FPCB210, FPCB210, 2
﻿2791GLRLYLY4N-AC100/110V, Glass Relay 14 Pin  10A Coil 110 V AC  4PDT, LY4N-AC100/110V, LY4N-AC100/110V, 2
﻿1791MCGMC300220VAC, 220 VAC Contactor 3P 300Amp(AC-3) 160kW-2NO+2NC, GMC-300, GMC300220VAC, 2
﻿3061OFITEMGPEN, Green Gel Pen , G.PEN, GPEN, 2
﻿3111WSTLGW-A3H13, Inche Tep 12FOT, INchi-TEP, GW-A3H13, 2
﻿1081PLCMOD6ES7222-1BF22-0XA0, Digital Output  For  Cpu Only 24 V DC, 6ES7222-1BF22-0XA0, 6ES7222-1BF22-0XA0, 2
﻿1032MCLC1D6511F7, 110VAC Contactor 3P 65 Amp (AC-3) 30 kW - 1NO+1NC, LC1D6511F7, LC1D6511F7, 2
﻿2981MCBEP06-2PC32, 2PMCB32 ABreaking capacity 6 kA at 220/VAC  , EP06-C32, EP06-2PC32, 2
﻿1141FORLYAFS1, Floatless Relay resistance 0 ~ 4K 240 V AC, AFS-1, AFS1, 2
﻿2792TIMERH3DK-A2ET, On Delay Timer01s~1200 hSPDT380-440VAC, H3DK-A2ET, H3DK-A2ET, 2
﻿1001CIPS085977, Ind PNP NO/NC ɸ30mm Sn15mm Cable PVC 2M4P 10-30V, NBB15-30GM60-A2, 085977, 2
﻿1584MCSCN14-110VAC/DC, W/O/Kit Contactor 3P 600Amp(AC-3)315kW-2NO+2NC, SC-N14, SCN14-110VAC/DC, 2
﻿3221ACSMOR210-831, Selve Adhasive Marking Strip 2 . 3  mm;Wide White, 210-831, 210-831, 2
﻿1271PENPBSCA8713, C-A8-Pendant Control Station8 Push button Yellow, C-A8713, CA8713, 2
﻿1033VFDATV71HD37N4, ATV71-Variable Speed Drive37KW380-480V50HP, ATV71HD37N4, ATV71HD37N4, 2
﻿1041SSH216827, 22mmillum Selector SwitchStayput2PositionGreen, M22-WRLK-G, 216827, 2
﻿1892TEMPCTC3DD-RPPT, Temp Control0~399Relay Out220VInPut JKPT100, TC3DD-RPPT, TC3DD-RPPT, 2
﻿1182RDMPESBOS26K-PA-1HC-S4-C, Rec Def Pho SensorSn 300mmPNP10-30VDCNO/NC, BOS 26K-PA-1HC-S4-C, BOS26K-PA-1HC-S4-C, 2
﻿1583PBUTONAH22-SFR11, 22mm Pushbutton 220 VAC 1NO+1NC - Red, AH22-SFR11, AH22-SFR11, 2
﻿1082SAFRLY3TK2827-1BB40, 3TK2827 SAFETY.RELAY.DC 24V:2NO 0.5.30SMC , 3TK2827-1BB40, 3TK2827-1BB40, 2
﻿2802RDMPESCX-421, Rec Def Pho Sensor NPNSn 300mm Light/Dark On, CX-421, CX-421, 2
﻿1031TMPTRS006920241, STP300 Temperature Transmitter PT100 4~20 mA, STP300-100 0/100, 006920241, 2
﻿1031PLCMODSR3B261BD, Logic Module With Display 24 V DC, SR3B261BD, SR3B261BD, 2
﻿6491DRLBITHSS-18, A100 Drill Bit  18 mm  For Hilti Drill Machine, DRILL-BIT, HSS-18, 2
﻿2922RDMPES6026109, Suppression SensorSn 140mmNPNL/D ON10-30 VDC, WT100-N1412 , 6026109, 2
﻿2374PBUTONA30PF10G, Round Push Buttons 30mm Dia Without Block Green, A30PF10G, A30PF10G, 2
﻿1033LISWHEZCS, XCS LIMIT SWITCH BASE SCHNEIDER, XCS, ZCS, 2
﻿3441MAGSNS6317306524, Cyl magnetic SensorSn 6mm Ø 12 mm250 VAC, MAA-0613-M-6, 6317306524, 2
﻿2981MCCBXS50NB3P010, MCCB3P 10Ampere Breaking Capacity - 10KA, XS50NB, XS50NB3P010, 2
﻿3061PANELAGLUE-20, Glue Extra Super(GMSA0, GLUE, GLUE-20, 2
﻿1031INACB48541, Padlock For ACB W/O Key Lock / Roins Off Position , Key Interlock NW, 48541, 2
﻿2792LMTSWHD4MC-5000, Limit Switches Thermoplastic  -Plunger 250vac 10A, D4MC-5000, D4MC-5000, 2
﻿2831ACCTB3246966, Terminal Block End Clamp35.3 x 50.5 x 9.5mm Gray, E/TB, 3246966, 2
﻿1102MCBS252-C20, Miniature Circuit Breaker - S200 - 2P - C - 20 A, S252-C20, S252-C20, 2
﻿4971PRSTRS520932S031401, pressure transmitter0~25 Bar 24 V Output 4~20ma, 520.932S031401, 520932S031401, 2
﻿1032LMTSWHXY2CE2A296, XY2CE e-stop rope pull switch LH side 2NC +2NO, XY2CE2A296, XY2CE2A296, 2
﻿3221PLCCPU750-554, 2-Channel Analog Output Module 0/4-20 mA, 750-554, 750-554, 2
﻿1041ACTOLR278474, Mounting Base For ZB65 Overload Relay	, ZB65-XEZ, 278474, 2
﻿1011CPLATEMIDB15, Canopy for wall box 150 mm , MIDB15, MIDB15, 2
﻿1583MCCBF52B3P040, MCCB2P 40Ampere Breaking Capacity 2.5kA, F52-40A-2P, F52B3P040, 2
﻿7362DSPLAYDPA14-30A20R, Digital Meter DC Current &amp; DC Voltage24X96, DPA14-30A20R, DPA14-30A20R, 2
﻿1032SMPSABL7RP2410, Regulated SMPS-1 or 2-phase - 100..250 V - 24V 10A, ABL7RP2410, ABL7RP2410, 2
﻿2981MCCBE400NF, 3PMCCB 525 VAC 400 A 25 KA at 400/415 VAC, E400-NF3P0400, E400NF, 2
﻿1034MCLC1F185, Contactor 3P 185 Amp (AC-3) 90kW - 3NO, LC1F185, LC1F185, 2
﻿1582MMCSH-4-440V, Contactor Relay 4P 10 A 2NO+2NCCoil 440VAC, SH-4, SH-4-440V, 2
﻿1693FIOPSNFS-V21X, Fiber AmplifierNPNLight-ON/Dark-ON 12-24 VDC, FS-V21X , FS-V21X, 2
﻿7132MCRELYRS349-800, Current Sensing Relay230 VACRange 1~10, RS349-800, RS349-800, 2
﻿2832SMPS2866763, Switch Power Supply 24-28VDC 10A - Din Rail , PS/1AC/24DC/10, 2866763, 2
﻿1041FISO055335, Main switch3P 25 AmpRearLoackableRed/Y Handle, P1-25/V/SVB, 055335, 2
﻿1032ENGANYPM750MG, PM750-Power Meter-Basic ReadingTHD+RS485+2DI, PM750MG, PM750MG, 2
﻿1031VFDATV71HD55N4, ATV71-Variable Speed Drive55KW380-480V75HP, ATV71HD55N4, ATV71HD55N4, 2
﻿1083MCB5SY64C16, MCB 4P 16 Amp Breaking Capacity 15kA - AC, 5SY64C16, 5SY64C16, 2
﻿4591MCCBABS33A20A, MCCB3P 20 Ampere Breaking Capacity - 5 KA, ABS33A, ABS33A20A, 2
﻿1042TIMER031891, Timing Relay Multi function 0.05s~100h 24~240 V, ETR4-69-A, 031891, 2
﻿1082TOLR3UA5200-1C, Thermal Overload Relay 1.6 ~ 2.5 A  1NO+1NC, 3UA5200-1C, 3UA5200-1C, 2
﻿1581TOLRTR-5-1N/08, Thermal Overload Relay0.8 - 1.2A 600V 1NO + 1NC, TR51N/12, TR-5-1N/08, 2
﻿1032CIPSXS1M30PA370, inductiveflush mountbrassM30pre cabledPNP, XS1M30PA370, XS1M30PA370, 2
